20160501;was;stl;2.42;0.96;-0.34;2.28;0.46;31;28;-1;
20160501;tor;tam;0.79;1.14;0.0100002;-2.92;-0.31;35;27.68;-1;
20160501;sfo;nym;1.95;3.03;1.69;-1.3;0.37;29.68;26.68;-1;
20160501;phi;cle;-0.57;-0.88;-1.43;1.55;-0.17;25.34;23;1;
20160501;atl;chc;-0.37;1.52;1.61;-1.92;0.14;29.34;25.34;-1;
20160501;hou;oak;3.14;4.2;2.49;-8.44;0.23;22.68;26;-1;
20160501;chw;bal;-2.25;-1.06;0.21;-2.59;-0.89;38;23;-1;
20160501;kan;sea;1.33;2.11;1.99;-1.04;0.16;26;25;-1;
20160501;col;ari;-4.92;-3.4;-2.11;-0.93;-0.87;31;19.68;-1;
20160501;bos;nyy;1.38;-1.12;-0.61;3.74;0.14;29.68;24.68;1;
20160501;laa;tex;-0.17;-1.68;-0.35;0.52;0.03;30.68;25;-1;
20160501;mil;mia;2.9;1.28;-0.59;-0.0900002;0.16;24.34;20;1;
20160501;det;min;1.39;2.67;2.11;-4.01;1.02;21.34;27.68;-1;
20160502;min;hou;6.84;-0.19;0.49;3.81;0.59;4;32.68;-1;
20160502;mil;laa;-0.7;-0.21;-1.87;2.94;-0.2;31.34;23.34;1;
20160502;sdg;col;-7.87;0.3;2.2;-6.73;-1.01;33;8.68;1;
20160502;tex;tor;-4.23;-0.29;0.52;-1.31;-0.61;25;26.68;-1;
20160502;sea;oak;-0.4;-0.94;0.15;2.01;0.18;22.34;22.34;-1;
20160502;was;kan;-1.92;-0.84;-0.28;1.3;-0.36;25.34;29.68;-1;
20160502;stl;phi;3.35;1.52;1.76;-5.14;0.51;27.68;26;1;
20160502;chc;pit;-2.03;-0.28;0.43;0.71;-0.15;24;22.68;-1;
20160502;sfo;cin;-1.21;-3.33;-1.71;0.57;-0.21;37.34;28;-1;
20160503;bal;nyy;-3.62;-0.88;0.99;3.15;-0.7;25;19.68;1;
20160503;phi;stl;0.48;-0.79;-1.09;2.73;-0.45;33;29.34;-1;
20160503;chc;pit;-4.08;-2.94;-1.31;1.01;-0.7;36;28.34;-1;
20160503;chw;bos;0.1;-1.5;-1;0.85;-0.03;30.68;26.34;1;
20160503;atl;nym;-0.5;1.12;0.77;0.0799999;-0.45;25.34;28.34;-1;
20160503;lad;tam;2.1;1.72;1.1;-2.28;0.37;25;32;-1;
20160503;cle;det;-2.28;-0.97;-0.00999975;-3.58;-0.37;17;29.68;1;
20160503;sea;oak;0.84;-0.0100002;0.4;-1;0.04;31;28.34;-1;
20160503;sdg;col;1.08;4.27;4.93;-7.44;0.58;23.68;2.34;1;
20160503;hou;min;-11.35;-0.68;0.73;-1.94;-4.11;21.68;1;1;
20160503;tor;tex;-1.28;-2.23;-0.58;4.92;-0.03;24.68;30;1;
20160503;mia;ari;-4.88;-2.38;-0.0999999;-3.01;-0.85;7.34;31.34;1;
20160503;kan;was;4.09;2.4;0.98;0.65;0.29;25;31;1;
20160504;cle;det;-1.84;-3.09;-1.92;-0.63;-0.86;34;23.68;1;
20160504;nym;atl;0.59;1.21;0.34;0.0200005;0.34;21;22;1;
20160504;col;sdg;1.86;-0.77;-0.22;-1.77;-0.17;29.68;10.34;-1;
20160504;was;kan;-2.62;-3.26;-2.7;2.92;-0.67;36;20.34;-1;
20160504;bos;chw;2.18;1.47;2.03;-2.82;0.22;27.68;27;-1;
20160504;chc;pit;-1.5;-0.43;-0.87;-1.02;-0.22;34.34;27;-1;
20160504;mia;ari;-0.0999999;-1.57;-0.32;1.91;0.19;28.68;23.68;1;
20160504;cin;sfo;-5.23;0.85;-0.58;1.6;-0.92;24;23;1;
20160504;tam;lad;-2.22;-0.35;-0.89;3.89;-0.85;34.68;28;1;
20160504;tor;tex;-0.6;-2.27;-1.93;2.52;-0.3;31.34;31;1;
20160504;laa;mil;-5.44;-1.36;-0.96;1.04;-1.2;32.34;13.34;-1;
20160504;hou;min;0.52;1.44;-0.61;0.6;0.03;29;30.34;1;
20160504;stl;phi;0.43;1.2;1.17;-6.77;0.2;29.34;5;1;
20160504;sea;oak;-5.82;-3.58;-2.26;2.31;-0.47;32.68;5;-1;
20160505;stl;phi;-0.42;-0.16;-0.13;0.56;0.03;31.34;30.34;1;
20160505;sdg;nym;3.59;2.48;0.88;0.11;0.49;27.34;17.68;1;
20160505;mia;ari;-1.3;-1.23;-0.47;-0.26;-0.48;27;25.34;1;
20160505;tor;tex;0.28;0.99;-0.27;-0.0799999;0.19;32.68;29;1;
20160505;chc;was;3.12;-0.39;-1.34;1.87;0.12;23;22.68;1;
20160505;cin;mil;7.95;2.53;1.05;3.77;0.96;13.34;24.34;1;
20160505;bal;nyy;-0.42;0.74;0.83;0.14;-0.05;11;31.34;1;
20160505;cle;det;1.68;2.11;1.04;3.37;0.03;15.34;5;1;
20160505;sea;hou;3.61;1.22;0.33;-1.24;0.27;32;18.68;-1;
20160505;col;sfo;-5.31;-2.09;-1.65;0.31;-0.84;16;27;-1;
20160506;cle;kan;-1.27;-2.38;-1.92;2.87;-0.44;30;27;1;
20160506;tex;det;2.75;2.2;0.0999999;1.83;0.34;30;33;-1;
20160506;chc;was;0.77;-0.44;-0.26;-1.41;-0.0699999;33.34;38;1;
20160506;pit;stl;1.26;1.62;0.37;2.05;0.57;28;34.68;-1;
20160506;sfo;col;-0.86;-0.69;-0.37;5.04;0.23;35.68;37;1;
20160506;ari;atl;2.32;0.05;-1.88;4.47;0.31;37.68;11.34;-1;
20160506;tam;laa;0.61;0.15;-3.22;5.69;0.67;32.34;14.34;-1;
20160506;sdg;nym;-0.03;1.43;1.78;-1.08;0.12;29;32.34;1;
20160506;tor;lad;2.36;1.02;0.44;-2.02;0.00999999;43;32;1;
20160506;cin;mil;-0.18;2.93;0.34;1.06;-0.58;6;5.68;1;
20160506;hou;sea;2.8;3.35;1.88;-3.79;0.4;29.34;30;1;
20160506;chw;min;-2.21;1.07;1.41;-2.96;0.1;29.34;33.34;1;
20160506;nyy;bos;3.57;1.62;0.69;0.0799999;0.67;27;32.68;1;
20160506;mia;phi;2.82;1.3;0.36;-4.38;0.22;31.68;31.34;1;
20160507;lad;tor;-3.77;-2.57;-2.37;3.75;-0.89;46;33;-1;
20160507;chw;min;-1.49;-0.21;-0.52;-0.210001;-0.59;43.34;20;1;
20160507;kan;cle;-5.04;-2.41;-0.0899997;2.12;-0.77;31;20;-1;
20160507;nyy;bos;-0.68;1.1;0.53;-2.63;0.1;29.68;36.68;1;
20160507;bal;oak;2.67;1.69;0.58;-2.1;0.48;27.68;32;1;
20160507;sea;hou;-1.3;1.43;-0.13;1.91;-0.23;28.34;37;-1;
20160507;oak;bal;-2.67;-1.69;-0.58;2.1;-0.48;32;27.68;-1;
20160507;nym;sdg;-0.67;-1.49;-1.48;1.96;-0.14;31.68;39;-1;
20160507;sfo;col;-4.37;-0.21;1.26;-5.39;-0.51;42.34;14.68;1;
20160507;ari;atl;4.77;3.16;1.79;-1.09;0.79;23.34;36.34;-1;
20160507;stl;pit;1.95;0.32;0.56;-2.28;-0.27;33.68;26.68;1;
20160507;tam;laa;-2.28;-2.01;-1.91;3.34;-0.44;34.68;28.34;-1;
20160507;phi;mia;-2.37;-0.56;-2;3.44;-0.59;31.34;22.34;-1;
20160507;chc;was;0.09;0.25;-0.0900002;0.29;0.08;29;31.34;1;
20160507;mil;cin;-0.92;0;-0.75;0.13;-0.12;38.34;34;-1;
20160507;tex;det;-3.36;-2.14;-1.08;3.29;-1.05;31;25.34;-1;
